"","ontology"
"GO:0046980","MF"
"GO:0046981","MF"
"GO:0046982","MF"
"GO:0046983","MF"
"GO:0046984","BP"
"GO:0046985","BP"
"GO:0046986","BP"
"GO:0046987","MF"
"GO:0046988","MF"
"GO:0046989","MF"
"GO:0046990","MF"
"GO:0046992","MF"
"GO:0046993","MF"
"GO:0046994","MF"
"GO:0046995","MF"
"GO:0046996","MF"
"GO:0046997","MF"
"GO:0046998","MF"
"GO:0046999","BP"
"GO:0047000","MF"
"GO:0047001","MF"
"GO:0047002","MF"
"GO:0047003","MF"
"GO:0047004","MF"
"GO:0047005","MF"
"GO:0047006","MF"
"GO:0047007","MF"
"GO:0047008","MF"
"GO:0047009","MF"
"GO:0047010","MF"
"GO:0047011","MF"
"GO:0047012","MF"
"GO:0047013","MF"
"GO:0047014","MF"
"GO:0047015","MF"
"GO:0047016","MF"
"GO:0047017","MF"
"GO:0047018","MF"
"GO:0047019","MF"
"GO:0047020","MF"
"GO:0047021","MF"
"GO:0047022","MF"
"GO:0047023","MF"
"GO:0047024","MF"
"GO:0047025","MF"
"GO:0047026","MF"
"GO:0047027","MF"
"GO:0047028","MF"
"GO:0047029","MF"
"GO:0047030","MF"
"GO:0047031","MF"
"GO:0047032","MF"
"GO:0047033","MF"
"GO:0047034","MF"
"GO:0047035","MF"
"GO:0047036","MF"
"GO:0047037","MF"
"GO:0047038","MF"
"GO:0047039","MF"
"GO:0047040","MF"
"GO:0047041","MF"
"GO:0047042","MF"
"GO:0047043","MF"
"GO:0047044","MF"
"GO:0047045","MF"
"GO:0047046","MF"
"GO:0047047","MF"
"GO:0047048","MF"
"GO:0047049","MF"
"GO:0047050","MF"
"GO:0047051","MF"
"GO:0047052","MF"
"GO:0047053","MF"
"GO:0047054","MF"
"GO:0047055","MF"
"GO:0047056","MF"
"GO:0047057","MF"
"GO:0047058","MF"
"GO:0047059","MF"
"GO:0047060","MF"
"GO:0047061","MF"
"GO:0047062","MF"
"GO:0047064","MF"
"GO:0047065","MF"
"GO:0047066","MF"
"GO:0047067","MF"
"GO:0047068","MF"
"GO:0047069","MF"
"GO:0047070","MF"
"GO:0047071","MF"
"GO:0047072","MF"
"GO:0047073","MF"
"GO:0047074","MF"
"GO:0047075","MF"
"GO:0047077","MF"
"GO:0047078","MF"
"GO:0047079","MF"
"GO:0047080","MF"
"GO:0047081","MF"
"GO:0047082","MF"
"GO:0047083","MF"
"GO:0047084","MF"
"GO:0047085","MF"
"GO:0047086","MF"
"GO:0047087","MF"
"GO:0047088","MF"
"GO:0047089","MF"
"GO:0047090","MF"
"GO:0047091","MF"
"GO:0047092","MF"
"GO:0047093","MF"
"GO:0047094","MF"
"GO:0047095","MF"
"GO:0047096","MF"
"GO:0047097","MF"
"GO:0047098","MF"
"GO:0047099","MF"
"GO:0047100","MF"
"GO:0047101","MF"
"GO:0047102","MF"
"GO:0047103","MF"
"GO:0047104","MF"
"GO:0047105","MF"
"GO:0047106","MF"
"GO:0047107","MF"
"GO:0047108","MF"
"GO:0047109","MF"
"GO:0047110","MF"
"GO:0047111","MF"
"GO:0047112","MF"
"GO:0047113","MF"
"GO:0047114","MF"
"GO:0047115","MF"
"GO:0047116","MF"
"GO:0047117","MF"
"GO:0047118","MF"
"GO:0047119","MF"
"GO:0047120","MF"
"GO:0047121","MF"
"GO:0047122","MF"
"GO:0047123","MF"
"GO:0047124","MF"
"GO:0047125","MF"
"GO:0047126","MF"
"GO:0047127","MF"
"GO:0047128","MF"
"GO:0047129","MF"
"GO:0047130","MF"
"GO:0047131","MF"
"GO:0047132","MF"
"GO:0047133","MF"
"GO:0047134","MF"
"GO:0047135","MF"
"GO:0047136","MF"
"GO:0047137","MF"
"GO:0047139","MF"
"GO:0047140","MF"
"GO:0047141","MF"
"GO:0047142","MF"
"GO:0047143","MF"
"GO:0047144","MF"
"GO:0047145","MF"
"GO:0047146","MF"
"GO:0047147","MF"
"GO:0047148","MF"
"GO:0047149","MF"
"GO:0047150","MF"
"GO:0047151","MF"
"GO:0047152","MF"
"GO:0047153","MF"
"GO:0047154","MF"
"GO:0047155","MF"
"GO:0047156","MF"
"GO:0047157","MF"
"GO:0047158","MF"
"GO:0047159","MF"
"GO:0047160","MF"
"GO:0047161","MF"
"GO:0047162","MF"
"GO:0047163","MF"
"GO:0047164","MF"
"GO:0047165","MF"
"GO:0047166","MF"
"GO:0047167","MF"
"GO:0047168","MF"
"GO:0047169","MF"
"GO:0047170","MF"
"GO:0047171","MF"
"GO:0047172","MF"
"GO:0047173","MF"
"GO:0047174","MF"
"GO:0047175","MF"
"GO:0047176","MF"
"GO:0047177","MF"
"GO:0047178","MF"
"GO:0047179","MF"
"GO:0047180","MF"
"GO:0047181","MF"
"GO:0047182","MF"
"GO:0047183","MF"
"GO:0047184","MF"
"GO:0047185","MF"
"GO:0047186","MF"
"GO:0047187","MF"
"GO:0047188","MF"
"GO:0047189","MF"
"GO:0047190","MF"
"GO:0047191","MF"
"GO:0047192","MF"
"GO:0047194","MF"
"GO:0047195","MF"
"GO:0047196","MF"
"GO:0047197","MF"
"GO:0047198","MF"
"GO:0047199","MF"
"GO:0047200","MF"
"GO:0047201","MF"
"GO:0047202","MF"
"GO:0047203","MF"
"GO:0047204","MF"
"GO:0047205","MF"
"GO:0047206","MF"
"GO:0047207","MF"
"GO:0047208","MF"
"GO:0047209","MF"
"GO:0047211","MF"
"GO:0047212","MF"
"GO:0047213","MF"
"GO:0047214","MF"
"GO:0047215","MF"
"GO:0047216","MF"
"GO:0047217","MF"
"GO:0047218","MF"
"GO:0047219","MF"
"GO:0047220","MF"
"GO:0047221","MF"
"GO:0047222","MF"
"GO:0047223","MF"
"GO:0047224","MF"
"GO:0047225","MF"
"GO:0047227","MF"
"GO:0047228","MF"
"GO:0047229","MF"
"GO:0047230","MF"
"GO:0047231","MF"
"GO:0047232","MF"
"GO:0047233","MF"
"GO:0047234","MF"
"GO:0047235","MF"
"GO:0047236","MF"
"GO:0047237","MF"
"GO:0047238","MF"
"GO:0047239","MF"
"GO:0047240","MF"
"GO:0047241","MF"
"GO:0047242","MF"
"GO:0047243","MF"
"GO:0047244","MF"
"GO:0047245","MF"
"GO:0047246","MF"
"GO:0047247","MF"
"GO:0047248","MF"
"GO:0047249","MF"
"GO:0047250","MF"
"GO:0047251","MF"
"GO:0047252","MF"
"GO:0047253","MF"
"GO:0047254","MF"
"GO:0047255","MF"
"GO:0047256","MF"
"GO:0047257","MF"
"GO:0047258","MF"
"GO:0047259","MF"
"GO:0047260","MF"
"GO:0047261","MF"
"GO:0047262","MF"
"GO:0047263","MF"
"GO:0047264","MF"
"GO:0047265","MF"
"GO:0047266","MF"
"GO:0047267","MF"
"GO:0047268","MF"
"GO:0047269","MF"
"GO:0047270","MF"
"GO:0047271","MF"
"GO:0047272","MF"
"GO:0047273","MF"
"GO:0047274","MF"
"GO:0047275","MF"
"GO:0047276","MF"
"GO:0047277","MF"
"GO:0047278","MF"
"GO:0047279","MF"
"GO:0047280","MF"
"GO:0047281","MF"
"GO:0047282","MF"
"GO:0047283","MF"
"GO:0047284","MF"
"GO:0047285","MF"
"GO:0047286","MF"
"GO:0047287","MF"
"GO:0047288","MF"
"GO:0047289","MF"
"GO:0047290","MF"
"GO:0047291","MF"
"GO:0047292","MF"
"GO:0047293","MF"
"GO:0047294","MF"
"GO:0047295","MF"
"GO:0047296","MF"
"GO:0047297","MF"
"GO:0047298","MF"
"GO:0047299","MF"
"GO:0047300","MF"
"GO:0047301","MF"
"GO:0047302","MF"
"GO:0047303","MF"
"GO:0047304","MF"
"GO:0047305","MF"
"GO:0047306","MF"
"GO:0047307","MF"
"GO:0047308","MF"
"GO:0047309","MF"
"GO:0047310","MF"
"GO:0047311","MF"
"GO:0047312","MF"
"GO:0047313","MF"
"GO:0047315","MF"
"GO:0047316","MF"
"GO:0047317","MF"
"GO:0047319","MF"
"GO:0047320","MF"
"GO:0047321","MF"
"GO:0047322","MF"
"GO:0047323","MF"
"GO:0047324","MF"
"GO:0047325","MF"
"GO:0047326","MF"
"GO:0047327","MF"
"GO:0047328","MF"
"GO:0047329","MF"
"GO:0047330","MF"
"GO:0047331","MF"
"GO:0047332","MF"
"GO:0047333","MF"
"GO:0047334","MF"
"GO:0047335","MF"
"GO:0047336","MF"
"GO:0047337","MF"
"GO:0047338","MF"
"GO:0047339","MF"
"GO:0047341","MF"
"GO:0047342","MF"
"GO:0047343","MF"
"GO:0047344","MF"
"GO:0047345","MF"
"GO:0047346","MF"
"GO:0047347","MF"
"GO:0047348","MF"
"GO:0047349","MF"
"GO:0047350","MF"
"GO:0047351","MF"
"GO:0047352","MF"
"GO:0047353","MF"
"GO:0047354","MF"
"GO:0047355","MF"
"GO:0047356","MF"
"GO:0047357","MF"
"GO:0047358","MF"
"GO:0047359","MF"
"GO:0047360","MF"
"GO:0047361","MF"
"GO:0047362","MF"
"GO:0047363","MF"
"GO:0047364","MF"
"GO:0047365","MF"
"GO:0047366","MF"
"GO:0047367","MF"
"GO:0047368","MF"
"GO:0047369","MF"
"GO:0047370","MF"
"GO:0047371","MF"
"GO:0047372","MF"
"GO:0047373","MF"
"GO:0047374","MF"
"GO:0047375","MF"
"GO:0047376","MF"
"GO:0047377","MF"
"GO:0047378","MF"
"GO:0047379","MF"
"GO:0047380","MF"
"GO:0047381","MF"
"GO:0047382","MF"
"GO:0047383","MF"
"GO:0047384","MF"
"GO:0047385","MF"
"GO:0047386","MF"
"GO:0047387","MF"
"GO:0047388","MF"
"GO:0047389","MF"
"GO:0047390","MF"
"GO:0047391","MF"
"GO:0047392","MF"
"GO:0047393","MF"
"GO:0047394","MF"
"GO:0047395","MF"
"GO:0047396","MF"
"GO:0047397","MF"
"GO:0047398","MF"
"GO:0047399","MF"
"GO:0047400","MF"
"GO:0047401","MF"
"GO:0047402","MF"
"GO:0047403","MF"
"GO:0047404","MF"
"GO:0047405","MF"
"GO:0047406","MF"
"GO:0047407","MF"
"GO:0047408","MF"
"GO:0047409","MF"
"GO:0047410","MF"
"GO:0047411","MF"
"GO:0047412","MF"
"GO:0047413","MF"
"GO:0047414","MF"
"GO:0047415","MF"
"GO:0047416","MF"
"GO:0047417","MF"
"GO:0047418","MF"
"GO:0047419","MF"
"GO:0047420","MF"
"GO:0047421","MF"
"GO:0047422","MF"
"GO:0047423","MF"
"GO:0047424","MF"
"GO:0047425","MF"
"GO:0047426","MF"
"GO:0047427","MF"
"GO:0047428","MF"
"GO:0047429","MF"
"GO:0047430","MF"
"GO:0047431","MF"
"GO:0047432","MF"
"GO:0047433","MF"
"GO:0047434","MF"
"GO:0047435","MF"
"GO:0047436","MF"
"GO:0047437","MF"
"GO:0047438","MF"
"GO:0047439","MF"
"GO:0047440","MF"
"GO:0047441","MF"
"GO:0047442","MF"
"GO:0047443","MF"
"GO:0047444","MF"
"GO:0047445","MF"
"GO:0047446","MF"
"GO:0047447","MF"
"GO:0047448","MF"
"GO:0047449","MF"
"GO:0047450","MF"
"GO:0047451","MF"
"GO:0047452","MF"
"GO:0047453","MF"
"GO:0047454","MF"
"GO:0047455","MF"
"GO:0047456","MF"
"GO:0047457","MF"
"GO:0047458","MF"
"GO:0047459","MF"
"GO:0047460","MF"
"GO:0047461","MF"
"GO:0047462","MF"
"GO:0047463","MF"
"GO:0047464","MF"
"GO:0047465","MF"
"GO:0047466","MF"
"GO:0047467","MF"
"GO:0047468","MF"
"GO:0047469","MF"
"GO:0047470","MF"
"GO:0047471","MF"
"GO:0047472","MF"
"GO:0047473","MF"
"GO:0047474","MF"
"GO:0047475","MF"
"GO:0047476","MF"
"GO:0047478","MF"
"GO:0047479","MF"
"GO:0047480","MF"
"GO:0047481","MF"
"GO:0047482","MF"
"GO:0047483","MF"
"GO:0047484","BP"
"GO:0047485","MF"
"GO:0047486","MF"
"GO:0047487","MF"
"GO:0047488","MF"
"GO:0047489","MF"
"GO:0047490","MF"
"GO:0047491","MF"
"GO:0047492","MF"
"GO:0047493","MF"
"GO:0047494","MF"
"GO:0047495","MF"
"GO:0047496","BP"
"GO:0047497","BP"
"GO:0047498","MF"
"GO:0047499","MF"
"GO:0047500","MF"
"GO:0047501","MF"
"GO:0047502","MF"
"GO:0047503","MF"
"GO:0047504","MF"
"GO:0047505","MF"
"GO:0047506","MF"
"GO:0047507","MF"
"GO:0047508","MF"
"GO:0047509","MF"
"GO:0047510","MF"
"GO:0047511","MF"
"GO:0047512","MF"
"GO:0047513","MF"
"GO:0047514","MF"
"GO:0047515","MF"
"GO:0047516","MF"
"GO:0047517","MF"
"GO:0047518","MF"
"GO:0047519","MF"
"GO:0047520","MF"
"GO:0047521","MF"
"GO:0047522","MF"
"GO:0047524","MF"
"GO:0047525","MF"
"GO:0047526","MF"
"GO:0047527","MF"
"GO:0047528","MF"
"GO:0047529","MF"
"GO:0047530","MF"
"GO:0047531","MF"
"GO:0047532","MF"
"GO:0047533","MF"
"GO:0047534","MF"
"GO:0047535","MF"
"GO:0047536","MF"
"GO:0047537","MF"
"GO:0047538","MF"
"GO:0047539","MF"
"GO:0047540","MF"
"GO:0047541","MF"
"GO:0047542","MF"
"GO:0047543","MF"
"GO:0047544","MF"
"GO:0047545","MF"
"GO:0047546","MF"
"GO:0047547","MF"
"GO:0047548","MF"
"GO:0047549","MF"
"GO:0047550","MF"
"GO:0047551","MF"
"GO:0047552","MF"
"GO:0047553","MF"
"GO:0047554","MF"
"GO:0047555","MF"
"GO:0047556","MF"
"GO:0047557","MF"
"GO:0047558","MF"
"GO:0047559","MF"
"GO:0047560","MF"
"GO:0047561","MF"
"GO:0047562","MF"
"GO:0047563","MF"
"GO:0047564","MF"
"GO:0047565","MF"
"GO:0047566","MF"
"GO:0047567","MF"
"GO:0047568","MF"
"GO:0047569","MF"
"GO:0047570","MF"
"GO:0047571","MF"
"GO:0047572","MF"
"GO:0047573","MF"
"GO:0047574","MF"
"GO:0047575","MF"
"GO:0047576","MF"
"GO:0047577","MF"
"GO:0047578","MF"
"GO:0047579","MF"
"GO:0047580","MF"
"GO:0047581","MF"
"GO:0047582","MF"
"GO:0047583","MF"
"GO:0047584","MF"
"GO:0047585","MF"
"GO:0047586","MF"
"GO:0047587","MF"
"GO:0047588","MF"
"GO:0047589","MF"
"GO:0047590","MF"
"GO:0047591","MF"
"GO:0047592","MF"
"GO:0047593","MF"
"GO:0047594","MF"
"GO:0047595","MF"
"GO:0047596","MF"
"GO:0047597","MF"
"GO:0047598","MF"
"GO:0047599","MF"
"GO:0047600","MF"
"GO:0047601","MF"
"GO:0047602","MF"
"GO:0047603","MF"
"GO:0047604","MF"
"GO:0047605","MF"
"GO:0047606","MF"
"GO:0047608","MF"
"GO:0047609","MF"
"GO:0047610","MF"
"GO:0047611","MF"
"GO:0047612","MF"
"GO:0047613","MF"
"GO:0047614","MF"
"GO:0047615","MF"
"GO:0047616","MF"
"GO:0047617","MF"
"GO:0047618","MF"
"GO:0047619","MF"
"GO:0047620","MF"
"GO:0047621","MF"
"GO:0047622","MF"
"GO:0047623","MF"
"GO:0047624","MF"
"GO:0047625","MF"
"GO:0047626","MF"
"GO:0047627","MF"
"GO:0047628","MF"
"GO:0047629","MF"
"GO:0047630","MF"
"GO:0047631","MF"
"GO:0047632","MF"
"GO:0047633","MF"
"GO:0047634","MF"
"GO:0047635","MF"
"GO:0047636","MF"
"GO:0047637","MF"
"GO:0047638","MF"
"GO:0047639","MF"
"GO:0047640","MF"
"GO:0047641","MF"
"GO:0047642","MF"
"GO:0047643","MF"
"GO:0047644","MF"
"GO:0047645","MF"
"GO:0047646","MF"
"GO:0047647","MF"
"GO:0047648","MF"
"GO:0047649","MF"
"GO:0047650","MF"
"GO:0047651","MF"
"GO:0047652","MF"
"GO:0047653","MF"
"GO:0047654","MF"
"GO:0047655","MF"
"GO:0047656","MF"
"GO:0047657","MF"
"GO:0047658","MF"
"GO:0047659","MF"
"GO:0047660","MF"
"GO:0047661","MF"
"GO:0047662","MF"
"GO:0047663","MF"
"GO:0047664","MF"
"GO:0047665","MF"
"GO:0047666","MF"
"GO:0047667","MF"
"GO:0047668","MF"
"GO:0047669","MF"
"GO:0047670","MF"
"GO:0047671","MF"
"GO:0047672","MF"
"GO:0047673","MF"
"GO:0047674","MF"
"GO:0047675","MF"
"GO:0047676","MF"
"GO:0047677","MF"
"GO:0047678","MF"
"GO:0047679","MF"
"GO:0047680","MF"
"GO:0047681","MF"
"GO:0047682","MF"
"GO:0047683","MF"
"GO:0047684","MF"
"GO:0047685","MF"
"GO:0047686","MF"
"GO:0047688","MF"
"GO:0047689","MF"
"GO:0047690","MF"
"GO:0047691","MF"
"GO:0047692","MF"
"GO:0047693","MF"
"GO:0047694","MF"
"GO:0047695","MF"
"GO:0047696","MF"
"GO:0047697","MF"
"GO:0047698","MF"
"GO:0047699","MF"
"GO:0047700","MF"
"GO:0047701","MF"
"GO:0047702","MF"
"GO:0047703","MF"
"GO:0047704","MF"
"GO:0047705","MF"
"GO:0047706","MF"
"GO:0047707","MF"
"GO:0047708","MF"
"GO:0047709","MF"
"GO:0047710","MF"
"GO:0047711","MF"
"GO:0047712","MF"
"GO:0047713","MF"
"GO:0047714","MF"
"GO:0047715","MF"
"GO:0047716","MF"
"GO:0047717","MF"
"GO:0047718","MF"
"GO:0047719","MF"
"GO:0047720","MF"
"GO:0047721","MF"
"GO:0047722","MF"
"GO:0047723","MF"
"GO:0047724","MF"
"GO:0047725","MF"
"GO:0047726","MF"
"GO:0047727","MF"
"GO:0047728","MF"
"GO:0047729","MF"
"GO:0047730","MF"
"GO:0047731","MF"
"GO:0047732","MF"
"GO:0047733","MF"
"GO:0047734","MF"
"GO:0047735","MF"
"GO:0047736","MF"
"GO:0047738","MF"
"GO:0047739","MF"
"GO:0047740","MF"
"GO:0047741","MF"
"GO:0047742","MF"
"GO:0047743","MF"
"GO:0047744","MF"
"GO:0047745","MF"
"GO:0047746","MF"
"GO:0047747","MF"
"GO:0047748","MF"
"GO:0047749","MF"
"GO:0047750","MF"
"GO:0047751","MF"
"GO:0047753","MF"
"GO:0047754","MF"
"GO:0047755","MF"
"GO:0047756","MF"
"GO:0047757","MF"
"GO:0047758","MF"
"GO:0047759","MF"
"GO:0047760","MF"
"GO:0047761","MF"
"GO:0047762","MF"
"GO:0047763","MF"
"GO:0047765","MF"
"GO:0047766","MF"
"GO:0047768","MF"
"GO:0047769","MF"
"GO:0047770","MF"
"GO:0047771","MF"
"GO:0047772","MF"
"GO:0047773","MF"
"GO:0047774","MF"
"GO:0047775","MF"
"GO:0047776","MF"
"GO:0047777","MF"
"GO:0047778","MF"
"GO:0047779","MF"
"GO:0047780","MF"
"GO:0047781","MF"
"GO:0047782","MF"
"GO:0047783","MF"
"GO:0047784","MF"
"GO:0047785","MF"
"GO:0047786","MF"
"GO:0047787","MF"
"GO:0047788","MF"
"GO:0047789","MF"
"GO:0047790","MF"
"GO:0047791","MF"
"GO:0047792","MF"
"GO:0047793","MF"
"GO:0047794","MF"
"GO:0047795","MF"
"GO:0047796","MF"
"GO:0047797","MF"
"GO:0047798","MF"
"GO:0047799","MF"
"GO:0047800","MF"
"GO:0047801","MF"
"GO:0047802","MF"
"GO:0047803","MF"
"GO:0047804","MF"
"GO:0047805","MF"
"GO:0047806","MF"
"GO:0047807","MF"
"GO:0047808","MF"
"GO:0047809","MF"
"GO:0047810","MF"
"GO:0047811","MF"
"GO:0047812","MF"
"GO:0047813","MF"
"GO:0047814","MF"
"GO:0047815","MF"
"GO:0047816","MF"
"GO:0047817","MF"
"GO:0047818","MF"
"GO:0047819","MF"
"GO:0047820","MF"
"GO:0047821","MF"
"GO:0047822","MF"
"GO:0047823","MF"
"GO:0047824","MF"
"GO:0047825","MF"
"GO:0047826","MF"
"GO:0047827","MF"
"GO:0047828","MF"
"GO:0047829","MF"
"GO:0047830","MF"
"GO:0047831","MF"
"GO:0047832","MF"
"GO:0047833","MF"
"GO:0047834","MF"
"GO:0047835","MF"
"GO:0047836","MF"
"GO:0047837","MF"
"GO:0047838","MF"
"GO:0047839","MF"
"GO:0047840","MF"
"GO:0047841","MF"
"GO:0047842","MF"
"GO:0047843","MF"
"GO:0047844","MF"
"GO:0047845","MF"
"GO:0047846","MF"
"GO:0047847","MF"
"GO:0047848","MF"
"GO:0047849","MF"
"GO:0047850","MF"
"GO:0047851","MF"
"GO:0047852","MF"
"GO:0047853","MF"
"GO:0047854","MF"
"GO:0047855","MF"
"GO:0047856","MF"
"GO:0047857","MF"
"GO:0047858","MF"
"GO:0047860","MF"
"GO:0047861","MF"
"GO:0047862","MF"
"GO:0047863","MF"
"GO:0047864","MF"
"GO:0047865","MF"
"GO:0047866","MF"
"GO:0047867","MF"
"GO:0047868","MF"
"GO:0047869","MF"
"GO:0047870","MF"
"GO:0047871","MF"
"GO:0047872","MF"
"GO:0047873","MF"
"GO:0047874","MF"
"GO:0047875","MF"
"GO:0047876","MF"
"GO:0047877","MF"
"GO:0047878","MF"
"GO:0047879","MF"
"GO:0047880","MF"
"GO:0047881","MF"
"GO:0047882","MF"
"GO:0047883","MF"
"GO:0047884","MF"
"GO:0047885","MF"
"GO:0047886","MF"
"GO:0047887","MF"
"GO:0047888","MF"
"GO:0047889","MF"
"GO:0047890","MF"
"GO:0047891","MF"
"GO:0047892","MF"
"GO:0047893","MF"
"GO:0047894","MF"
"GO:0047895","MF"
"GO:0047896","MF"
"GO:0047897","MF"
"GO:0047898","MF"
"GO:0047899","MF"
"GO:0047900","MF"
"GO:0047901","MF"
"GO:0047902","MF"
"GO:0047903","MF"
"GO:0047904","MF"
"GO:0047905","MF"
"GO:0047906","MF"
"GO:0047907","MF"
"GO:0047908","MF"
"GO:0047909","MF"
"GO:0047910","MF"
"GO:0047911","MF"
"GO:0047912","MF"
"GO:0047913","MF"
"GO:0047914","MF"
"GO:0047915","MF"
"GO:0047916","MF"
"GO:0047917","MF"
"GO:0047918","MF"
"GO:0047919","MF"
"GO:0047920","MF"
"GO:0047921","MF"
"GO:0047922","MF"
"GO:0047923","MF"
"GO:0047924","MF"
"GO:0047925","MF"
"GO:0047926","MF"
"GO:0047927","MF"
"GO:0047928","MF"
"GO:0047929","MF"
"GO:0047930","MF"
"GO:0047931","MF"
"GO:0047932","MF"
"GO:0047933","MF"
"GO:0047934","MF"
"GO:0047935","MF"
"GO:0047936","MF"
"GO:0047937","MF"
"GO:0047938","MF"
"GO:0047939","MF"
"GO:0047940","MF"
"GO:0047941","MF"
"GO:0047942","MF"
"GO:0047943","MF"
"GO:0047945","MF"
"GO:0047946","MF"
"GO:0047947","MF"
"GO:0047948","MF"
"GO:0047949","MF"
"GO:0047950","MF"
"GO:0047951","MF"
"GO:0047952","MF"
"GO:0047953","MF"
"GO:0047954","MF"
"GO:0047955","MF"
"GO:0047956","MF"
"GO:0047957","MF"
"GO:0047958","MF"
"GO:0047959","MF"
"GO:0047960","MF"
"GO:0047961","MF"
"GO:0047962","MF"
"GO:0047963","MF"
"GO:0047964","MF"
"GO:0047965","MF"
"GO:0047966","MF"
"GO:0047967","MF"
"GO:0047968","MF"
"GO:0047969","MF"
"GO:0047970","MF"
"GO:0047971","MF"
"GO:0047972","MF"
"GO:0047973","MF"
"GO:0047974","MF"
"GO:0047975","MF"
"GO:0047976","MF"
"GO:0047977","MF"
"GO:0047978","MF"
"GO:0047979","MF"
"GO:0047980","MF"
"GO:0047981","MF"
"GO:0047982","MF"
"GO:0047983","MF"
"GO:0047985","MF"
"GO:0047986","MF"
"GO:0047987","MF"
"GO:0047988","MF"
"GO:0047989","MF"
"GO:0047990","MF"
"GO:0047991","MF"
"GO:0047992","MF"
"GO:0047993","MF"
"GO:0047994","MF"
"GO:0047995","MF"
"GO:0047996","MF"
"GO:0047997","MF"
"GO:0047998","MF"
"GO:0047999","MF"
"GO:0048000","MF"
"GO:0048001","MF"
"GO:0048002","BP"
"GO:0048003","BP"
"GO:0048006","BP"
"GO:0048007","BP"
"GO:0048008","BP"
"GO:0048009","BP"
"GO:0048010","BP"
"GO:0048011","BP"
"GO:0048012","BP"
"GO:0048013","BP"
"GO:0048014","BP"
"GO:0048015","BP"
"GO:0048016","BP"
"GO:0048017","BP"
"GO:0048018","MF"
"GO:0048019","MF"
"GO:0048020","MF"
"GO:0048021","BP"
"GO:0048022","BP"
"GO:0048023","BP"
"GO:0048024","BP"
"GO:0048025","BP"
"GO:0048026","BP"
"GO:0048027","MF"
"GO:0048028","MF"
"GO:0048029","MF"
"GO:0048030","MF"
"GO:0048031","MF"
"GO:0048032","MF"
"GO:0048033","BP"
"GO:0048034","BP"
"GO:0048035","BP"
"GO:0048036","BP"
"GO:0048038","MF"
"GO:0048039","MF"
"GO:0048040","MF"
"GO:0048041","BP"
"GO:0048045","MF"
"GO:0048046","CC"
"GO:0048047","BP"
"GO:0048048","BP"
"GO:0048050","BP"
"GO:0048052","BP"
"GO:0048053","BP"
"GO:0048054","BP"
"GO:0048055","BP"
"GO:0048056","BP"
"GO:0048057","BP"
"GO:0048058","BP"
"GO:0048060","BP"
"GO:0048061","BP"
"GO:0048065","BP"
"GO:0048066","BP"
"GO:0048067","BP"
"GO:0048069","BP"
"GO:0048070","BP"
"GO:0048071","BP"
"GO:0048072","BP"
"GO:0048073","BP"
"GO:0048074","BP"
"GO:0048075","BP"
"GO:0048076","BP"
"GO:0048077","BP"
"GO:0048078","BP"
"GO:0048079","BP"
"GO:0048080","BP"
"GO:0048081","BP"
"GO:0048082","BP"
"GO:0048083","BP"
"GO:0048084","BP"
"GO:0048085","BP"
"GO:0048086","BP"
"GO:0048087","BP"
"GO:0048088","BP"
"GO:0048089","BP"
"GO:0048090","BP"
"GO:0048091","BP"
"GO:0048092","BP"
"GO:0048093","BP"
"GO:0048094","BP"
"GO:0048095","BP"
"GO:0048096","BP"
"GO:0048097","BP"
"GO:0048098","BP"
"GO:0048099","BP"
"GO:0048100","BP"
"GO:0048101","MF"
"GO:0048102","BP"
"GO:0048103","BP"
"GO:0048104","BP"
"GO:0048105","BP"
"GO:0048106","BP"
"GO:0048107","BP"
"GO:0048108","BP"
"GO:0048109","BP"
"GO:0048132","BP"
"GO:0048133","BP"
"GO:0048134","BP"
"GO:0048135","BP"
"GO:0048136","BP"
"GO:0048137","BP"
"GO:0048138","BP"
"GO:0048139","BP"
"GO:0048140","BP"
"GO:0048142","BP"
"GO:0048143","BP"
"GO:0048144","BP"
"GO:0048145","BP"
"GO:0048146","BP"
"GO:0048147","BP"
"GO:0048148","BP"
"GO:0048149","BP"
"GO:0048150","BP"
"GO:0048156","MF"
"GO:0048158","BP"
"GO:0048159","BP"
"GO:0048160","BP"
"GO:0048161","BP"
"GO:0048162","BP"
"GO:0048163","BP"
"GO:0048164","BP"
"GO:0048165","BP"
"GO:0048166","BP"
"GO:0048167","BP"
"GO:0048168","BP"
"GO:0048169","BP"
"GO:0048170","BP"
"GO:0048171","BP"
"GO:0048172","BP"
"GO:0048173","BP"
"GO:0048174","BP"
"GO:0048179","CC"
"GO:0048180","CC"
"GO:0048183","CC"
"GO:0048185","MF"
"GO:0048188","CC"
"GO:0048189","CC"
"GO:0048190","BP"
"GO:0048193","BP"
"GO:0048194","BP"
"GO:0048195","BP"
"GO:0048197","BP"
"GO:0048198","BP"
"GO:0048199","BP"
"GO:0048200","BP"
"GO:0048201","BP"
"GO:0048202","BP"
"GO:0048203","BP"
"GO:0048204","BP"
"GO:0048205","BP"
"GO:0048206","BP"
"GO:0048207","BP"
"GO:0048208","BP"
"GO:0048209","BP"
"GO:0048210","BP"
"GO:0048211","BP"
"GO:0048212","BP"
"GO:0048213","BP"
"GO:0048214","BP"
"GO:0048215","BP"
"GO:0048216","BP"
"GO:0048217","CC"
"GO:0048219","BP"
"GO:0048222","CC"
"GO:0048223","CC"
