"","ontology"
"GO:0045646","BP"
"GO:0045647","BP"
"GO:0045648","BP"
"GO:0045649","BP"
"GO:0045650","BP"
"GO:0045651","BP"
"GO:0045652","BP"
"GO:0045653","BP"
"GO:0045654","BP"
"GO:0045655","BP"
"GO:0045656","BP"
"GO:0045657","BP"
"GO:0045658","BP"
"GO:0045659","BP"
"GO:0045660","BP"
"GO:0045661","BP"
"GO:0045662","BP"
"GO:0045663","BP"
"GO:0045664","BP"
"GO:0045665","BP"
"GO:0045666","BP"
"GO:0045667","BP"
"GO:0045668","BP"
"GO:0045669","BP"
"GO:0045670","BP"
"GO:0045671","BP"
"GO:0045672","BP"
"GO:0045676","BP"
"GO:0045677","BP"
"GO:0045678","BP"
"GO:0045679","BP"
"GO:0045680","BP"
"GO:0045681","BP"
"GO:0045682","BP"
"GO:0045683","BP"
"GO:0045684","BP"
"GO:0045685","BP"
"GO:0045686","BP"
"GO:0045687","BP"
"GO:0045688","BP"
"GO:0045689","BP"
"GO:0045690","BP"
"GO:0045691","BP"
"GO:0045692","BP"
"GO:0045693","BP"
"GO:0045694","BP"
"GO:0045695","BP"
"GO:0045696","BP"
"GO:0045697","BP"
"GO:0045698","BP"
"GO:0045699","BP"
"GO:0045700","BP"
"GO:0045701","BP"
"GO:0045702","BP"
"GO:0045703","MF"
"GO:0045704","BP"
"GO:0045705","BP"
"GO:0045706","BP"
"GO:0045707","BP"
"GO:0045708","BP"
"GO:0045709","BP"
"GO:0045710","BP"
"GO:0045711","BP"
"GO:0045712","BP"
"GO:0045717","BP"
"GO:0045719","BP"
"GO:0045720","BP"
"GO:0045721","BP"
"GO:0045722","BP"
"GO:0045723","BP"
"GO:0045724","BP"
"GO:0045725","BP"
"GO:0045726","BP"
"GO:0045727","BP"
"GO:0045728","BP"
"GO:0045729","BP"
"GO:0045730","BP"
"GO:0045732","BP"
"GO:0045733","BP"
"GO:0045734","BP"
"GO:0045735","MF"
"GO:0045736","BP"
"GO:0045737","BP"
"GO:0045738","BP"
"GO:0045739","BP"
"GO:0045740","BP"
"GO:0045741","BP"
"GO:0045742","BP"
"GO:0045743","BP"
"GO:0045744","BP"
"GO:0045745","BP"
"GO:0045746","BP"
"GO:0045747","BP"
"GO:0045748","BP"
"GO:0045751","BP"
"GO:0045752","BP"
"GO:0045753","BP"
"GO:0045754","BP"
"GO:0045755","BP"
"GO:0045756","BP"
"GO:0045759","BP"
"GO:0045760","BP"
"GO:0045761","BP"
"GO:0045762","BP"
"GO:0045763","BP"
"GO:0045764","BP"
"GO:0045765","BP"
"GO:0045766","BP"
"GO:0045769","BP"
"GO:0045770","BP"
"GO:0045771","BP"
"GO:0045772","BP"
"GO:0045773","BP"
"GO:0045774","BP"
"GO:0045775","BP"
"GO:0045776","BP"
"GO:0045777","BP"
"GO:0045778","BP"
"GO:0045779","BP"
"GO:0045780","BP"
"GO:0045781","BP"
"GO:0045782","BP"
"GO:0045785","BP"
"GO:0045786","BP"
"GO:0045787","BP"
"GO:0045792","BP"
"GO:0045793","BP"
"GO:0045794","BP"
"GO:0045795","BP"
"GO:0045796","BP"
"GO:0045797","BP"
"GO:0045798","BP"
"GO:0045799","BP"
"GO:0045800","BP"
"GO:0045801","BP"
"GO:0045804","BP"
"GO:0045805","BP"
"GO:0045806","BP"
"GO:0045807","BP"
"GO:0045808","BP"
"GO:0045809","BP"
"GO:0045812","BP"
"GO:0045813","BP"
"GO:0045814","BP"
"GO:0045815","BP"
"GO:0045818","BP"
"GO:0045819","BP"
"GO:0045820","BP"
"GO:0045821","BP"
"GO:0045822","BP"
"GO:0045823","BP"
"GO:0045824","BP"
"GO:0045827","BP"
"GO:0045828","BP"
"GO:0045829","BP"
"GO:0045830","BP"
"GO:0045831","BP"
"GO:0045832","BP"
"GO:0045833","BP"
"GO:0045834","BP"
"GO:0045835","BP"
"GO:0045836","BP"
"GO:0045837","BP"
"GO:0045838","BP"
"GO:0045839","BP"
"GO:0045840","BP"
"GO:0045841","BP"
"GO:0045842","BP"
"GO:0045843","BP"
"GO:0045844","BP"
"GO:0045847","BP"
"GO:0045848","BP"
"GO:0045849","BP"
"GO:0045850","BP"
"GO:0045851","BP"
"GO:0045852","BP"
"GO:0045853","BP"
"GO:0045854","BP"
"GO:0045855","BP"
"GO:0045856","BP"
"GO:0045857","BP"
"GO:0045858","BP"
"GO:0045859","BP"
"GO:0045860","BP"
"GO:0045861","BP"
"GO:0045862","BP"
"GO:0045863","BP"
"GO:0045864","BP"
"GO:0045869","BP"
"GO:0045870","BP"
"GO:0045873","BP"
"GO:0045874","BP"
"GO:0045875","BP"
"GO:0045876","BP"
"GO:0045879","BP"
"GO:0045880","BP"
"GO:0045881","BP"
"GO:0045882","BP"
"GO:0045883","BP"
"GO:0045886","BP"
"GO:0045887","BP"
"GO:0045892","BP"
"GO:0045893","BP"
"GO:0045894","BP"
"GO:0045895","BP"
"GO:0045898","BP"
"GO:0045899","BP"
"GO:0045900","BP"
"GO:0045901","BP"
"GO:0045902","BP"
"GO:0045903","BP"
"GO:0045904","BP"
"GO:0045905","BP"
"GO:0045906","BP"
"GO:0045907","BP"
"GO:0045910","BP"
"GO:0045911","BP"
"GO:0045912","BP"
"GO:0045913","BP"
"GO:0045914","BP"
"GO:0045915","BP"
"GO:0045916","BP"
"GO:0045917","BP"
"GO:0045918","BP"
"GO:0045919","BP"
"GO:0045920","BP"
"GO:0045921","BP"
"GO:0045922","BP"
"GO:0045923","BP"
"GO:0045924","BP"
"GO:0045925","BP"
"GO:0045926","BP"
"GO:0045927","BP"
"GO:0045928","BP"
"GO:0045929","BP"
"GO:0045930","BP"
"GO:0045931","BP"
"GO:0045932","BP"
"GO:0045933","BP"
"GO:0045934","BP"
"GO:0045935","BP"
"GO:0045936","BP"
"GO:0045937","BP"
"GO:0045938","BP"
"GO:0045939","BP"
"GO:0045940","BP"
"GO:0045942","BP"
"GO:0045943","BP"
"GO:0045944","BP"
"GO:0045945","BP"
"GO:0045947","BP"
"GO:0045948","BP"
"GO:0045949","BP"
"GO:0045950","BP"
"GO:0045951","BP"
"GO:0045952","BP"
"GO:0045953","BP"
"GO:0045954","BP"
"GO:0045955","BP"
"GO:0045956","BP"
"GO:0045957","BP"
"GO:0045958","BP"
"GO:0045959","BP"
"GO:0045960","BP"
"GO:0045961","BP"
"GO:0045962","BP"
"GO:0045963","BP"
"GO:0045964","BP"
"GO:0045965","BP"
"GO:0045966","BP"
"GO:0045967","BP"
"GO:0045968","BP"
"GO:0045969","BP"
"GO:0045970","BP"
"GO:0045971","BP"
"GO:0045972","BP"
"GO:0045973","BP"
"GO:0045974","BP"
"GO:0045975","BP"
"GO:0045976","BP"
"GO:0045977","BP"
"GO:0045978","BP"
"GO:0045979","BP"
"GO:0045980","BP"
"GO:0045981","BP"
"GO:0045982","BP"
"GO:0045983","BP"
"GO:0045984","BP"
"GO:0045985","BP"
"GO:0045986","BP"
"GO:0045987","BP"
"GO:0045988","BP"
"GO:0045989","BP"
"GO:0045990","BP"
"GO:0045991","BP"
"GO:0045992","BP"
"GO:0045993","BP"
"GO:0045994","BP"
"GO:0045995","BP"
"GO:0045996","BP"
"GO:0045997","BP"
"GO:0045998","BP"
"GO:0045999","BP"
"GO:0046000","BP"
"GO:0046001","BP"
"GO:0046002","BP"
"GO:0046003","BP"
"GO:0046004","BP"
"GO:0046005","BP"
"GO:0046006","BP"
"GO:0046007","BP"
"GO:0046008","BP"
"GO:0046009","BP"
"GO:0046010","BP"
"GO:0046011","BP"
"GO:0046012","BP"
"GO:0046013","BP"
"GO:0046014","BP"
"GO:0046015","BP"
"GO:0046016","BP"
"GO:0046019","BP"
"GO:0046020","BP"
"GO:0046025","MF"
"GO:0046026","MF"
"GO:0046027","MF"
"GO:0046028","MF"
"GO:0046029","MF"
"GO:0046030","MF"
"GO:0046031","BP"
"GO:0046032","BP"
"GO:0046033","BP"
"GO:0046034","BP"
"GO:0046035","BP"
"GO:0046036","BP"
"GO:0046037","BP"
"GO:0046038","BP"
"GO:0046039","BP"
"GO:0046040","BP"
"GO:0046041","BP"
"GO:0046042","BP"
"GO:0046043","BP"
"GO:0046044","BP"
"GO:0046045","BP"
"GO:0046046","BP"
"GO:0046047","BP"
"GO:0046048","BP"
"GO:0046049","BP"
"GO:0046050","BP"
"GO:0046051","BP"
"GO:0046052","BP"
"GO:0046053","BP"
"GO:0046054","BP"
"GO:0046055","BP"
"GO:0046056","BP"
"GO:0046057","BP"
"GO:0046058","BP"
"GO:0046059","BP"
"GO:0046060","BP"
"GO:0046061","BP"
"GO:0046062","BP"
"GO:0046063","BP"
"GO:0046064","BP"
"GO:0046065","BP"
"GO:0046066","BP"
"GO:0046067","BP"
"GO:0046068","BP"
"GO:0046069","BP"
"GO:0046070","BP"
"GO:0046071","BP"
"GO:0046072","BP"
"GO:0046073","BP"
"GO:0046074","BP"
"GO:0046075","BP"
"GO:0046076","BP"
"GO:0046077","BP"
"GO:0046078","BP"
"GO:0046079","BP"
"GO:0046080","BP"
"GO:0046081","BP"
"GO:0046082","BP"
"GO:0046083","BP"
"GO:0046084","BP"
"GO:0046085","BP"
"GO:0046086","BP"
"GO:0046087","BP"
"GO:0046088","BP"
"GO:0046089","BP"
"GO:0046090","BP"
"GO:0046091","BP"
"GO:0046092","BP"
"GO:0046093","BP"
"GO:0046094","BP"
"GO:0046095","BP"
"GO:0046096","BP"
"GO:0046097","BP"
"GO:0046098","BP"
"GO:0046099","BP"
"GO:0046100","BP"
"GO:0046101","BP"
"GO:0046102","BP"
"GO:0046103","BP"
"GO:0046104","BP"
"GO:0046105","BP"
"GO:0046106","BP"
"GO:0046107","BP"
"GO:0046108","BP"
"GO:0046109","BP"
"GO:0046110","BP"
"GO:0046111","BP"
"GO:0046112","BP"
"GO:0046113","BP"
"GO:0046114","BP"
"GO:0046115","BP"
"GO:0046116","BP"
"GO:0046117","BP"
"GO:0046118","BP"
"GO:0046119","BP"
"GO:0046120","BP"
"GO:0046121","BP"
"GO:0046122","BP"
"GO:0046123","BP"
"GO:0046124","BP"
"GO:0046125","BP"
"GO:0046126","BP"
"GO:0046127","BP"
"GO:0046128","BP"
"GO:0046129","BP"
"GO:0046130","BP"
"GO:0046131","BP"
"GO:0046132","BP"
"GO:0046133","BP"
"GO:0046134","BP"
"GO:0046135","BP"
"GO:0046136","BP"
"GO:0046137","BP"
"GO:0046140","BP"
"GO:0046141","BP"
"GO:0046144","BP"
"GO:0046145","BP"
"GO:0046146","BP"
"GO:0046147","BP"
"GO:0046148","BP"
"GO:0046149","BP"
"GO:0046150","BP"
"GO:0046151","BP"
"GO:0046152","BP"
"GO:0046153","BP"
"GO:0046154","BP"
"GO:0046155","BP"
"GO:0046156","BP"
"GO:0046157","BP"
"GO:0046158","BP"
"GO:0046159","BP"
"GO:0046160","BP"
"GO:0046161","BP"
"GO:0046162","BP"
"GO:0046163","BP"
"GO:0046164","BP"
"GO:0046165","BP"
"GO:0046166","BP"
"GO:0046167","BP"
"GO:0046168","BP"
"GO:0046169","BP"
"GO:0046170","BP"
"GO:0046171","BP"
"GO:0046172","BP"
"GO:0046173","BP"
"GO:0046174","BP"
"GO:0046175","BP"
"GO:0046176","BP"
"GO:0046177","BP"
"GO:0046178","BP"
"GO:0046179","BP"
"GO:0046180","BP"
"GO:0046181","BP"
"GO:0046182","BP"
"GO:0046183","BP"
"GO:0046184","BP"
"GO:0046185","BP"
"GO:0046186","BP"
"GO:0046187","BP"
"GO:0046188","BP"
"GO:0046189","BP"
"GO:0046190","BP"
"GO:0046191","BP"
"GO:0046192","BP"
"GO:0046193","BP"
"GO:0046196","BP"
"GO:0046197","BP"
"GO:0046199","BP"
"GO:0046201","BP"
"GO:0046202","BP"
"GO:0046203","BP"
"GO:0046204","BP"
"GO:0046205","BP"
"GO:0046206","BP"
"GO:0046207","BP"
"GO:0046208","BP"
"GO:0046209","BP"
"GO:0046210","BP"
"GO:0046211","BP"
"GO:0046213","BP"
"GO:0046214","BP"
"GO:0046215","BP"
"GO:0046216","BP"
"GO:0046217","BP"
"GO:0046218","BP"
"GO:0046219","BP"
"GO:0046220","BP"
"GO:0046221","BP"
"GO:0046222","BP"
"GO:0046223","BP"
"GO:0046224","BP"
"GO:0046225","BP"
"GO:0046226","BP"
"GO:0046228","BP"
"GO:0046230","BP"
"GO:0046232","BP"
"GO:0046235","BP"
"GO:0046236","BP"
"GO:0046239","BP"
"GO:0046244","BP"
"GO:0046246","BP"
"GO:0046247","BP"
"GO:0046248","BP"
"GO:0046249","BP"
"GO:0046250","BP"
"GO:0046251","BP"
"GO:0046252","BP"
"GO:0046253","BP"
"GO:0046254","BP"
"GO:0046256","BP"
"GO:0046258","BP"
"GO:0046260","BP"
"GO:0046263","BP"
"GO:0046265","BP"
"GO:0046267","BP"
"GO:0046269","BP"
"GO:0046271","BP"
"GO:0046272","BP"
"GO:0046273","BP"
"GO:0046274","BP"
"GO:0046275","BP"
"GO:0046276","BP"
"GO:0046277","BP"
"GO:0046278","BP"
"GO:0046279","BP"
"GO:0046280","BP"
"GO:0046281","BP"
"GO:0046282","BP"
"GO:0046283","BP"
"GO:0046284","BP"
"GO:0046285","BP"
"GO:0046286","BP"
"GO:0046287","BP"
"GO:0046288","BP"
"GO:0046289","BP"
"GO:0046290","BP"
"GO:0046292","BP"
"GO:0046293","BP"
"GO:0046294","BP"
"GO:0046295","BP"
"GO:0046296","BP"
"GO:0046298","BP"
"GO:0046300","BP"
"GO:0046302","BP"
"GO:0046304","BP"
"GO:0046305","BP"
"GO:0046306","BP"
"GO:0046307","BP"
"GO:0046308","BP"
"GO:0046309","BP"
"GO:0046310","BP"
"GO:0046311","BP"
"GO:0046312","BP"
"GO:0046313","BP"
"GO:0046314","BP"
"GO:0046315","BP"
"GO:0046316","MF"
"GO:0046317","BP"
"GO:0046318","BP"
"GO:0046319","BP"
"GO:0046320","BP"
"GO:0046321","BP"
"GO:0046322","BP"
"GO:0046323","BP"
"GO:0046324","BP"
"GO:0046325","BP"
"GO:0046326","BP"
"GO:0046327","BP"
"GO:0046328","BP"
"GO:0046329","BP"
"GO:0046330","BP"
"GO:0046331","BP"
"GO:0046332","MF"
"GO:0046333","BP"
"GO:0046334","BP"
"GO:0046335","BP"
"GO:0046336","BP"
"GO:0046337","BP"
"GO:0046338","BP"
"GO:0046339","BP"
"GO:0046340","BP"
"GO:0046341","BP"
"GO:0046342","BP"
"GO:0046343","BP"
"GO:0046344","BP"
"GO:0046345","BP"
"GO:0046346","BP"
"GO:0046347","BP"
"GO:0046348","BP"
"GO:0046349","BP"
"GO:0046350","BP"
"GO:0046351","BP"
"GO:0046352","BP"
"GO:0046353","MF"
"GO:0046354","BP"
"GO:0046355","BP"
"GO:0046356","BP"
"GO:0046357","BP"
"GO:0046358","BP"
"GO:0046359","BP"
"GO:0046360","BP"
"GO:0046361","BP"
"GO:0046362","BP"
"GO:0046363","BP"
"GO:0046364","BP"
"GO:0046365","BP"
"GO:0046366","BP"
"GO:0046367","BP"
"GO:0046368","BP"
"GO:0046369","BP"
"GO:0046370","BP"
"GO:0046371","BP"
"GO:0046372","BP"
"GO:0046373","BP"
"GO:0046374","BP"
"GO:0046375","BP"
"GO:0046376","BP"
"GO:0046377","BP"
"GO:0046378","BP"
"GO:0046379","BP"
"GO:0046380","BP"
"GO:0046381","BP"
"GO:0046382","BP"
"GO:0046383","BP"
"GO:0046384","BP"
"GO:0046385","BP"
"GO:0046386","BP"
"GO:0046387","BP"
"GO:0046389","BP"
"GO:0046390","BP"
"GO:0046391","BP"
"GO:0046392","BP"
"GO:0046394","BP"
"GO:0046395","BP"
"GO:0046396","BP"
"GO:0046397","BP"
"GO:0046398","BP"
"GO:0046399","BP"
"GO:0046400","BP"
"GO:0046401","BP"
"GO:0046402","BP"
"GO:0046403","MF"
"GO:0046404","MF"
"GO:0046405","MF"
"GO:0046406","MF"
"GO:0046408","MF"
"GO:0046409","MF"
"GO:0046411","BP"
"GO:0046412","BP"
"GO:0046413","BP"
"GO:0046414","BP"
"GO:0046415","BP"
"GO:0046416","BP"
"GO:0046417","BP"
"GO:0046418","BP"
"GO:0046419","BP"
"GO:0046421","MF"
"GO:0046422","MF"
"GO:0046423","MF"
"GO:0046424","MF"
"GO:0046425","BP"
"GO:0046426","BP"
"GO:0046427","BP"
"GO:0046428","MF"
"GO:0046429","MF"
"GO:0046430","BP"
"GO:0046431","BP"
"GO:0046432","BP"
"GO:0046433","BP"
"GO:0046434","BP"
"GO:0046435","BP"
"GO:0046436","BP"
"GO:0046437","BP"
"GO:0046438","BP"
"GO:0046439","BP"
"GO:0046440","BP"
"GO:0046441","BP"
"GO:0046442","BP"
"GO:0046443","BP"
"GO:0046444","BP"
"GO:0046445","BP"
"GO:0046446","BP"
"GO:0046447","BP"
"GO:0046448","BP"
"GO:0046449","BP"
"GO:0046450","BP"
"GO:0046451","BP"
"GO:0046452","BP"
"GO:0046453","BP"
"GO:0046454","BP"
"GO:0046455","BP"
"GO:0046456","BP"
"GO:0046457","BP"
"GO:0046458","BP"
"GO:0046459","BP"
"GO:0046460","BP"
"GO:0046461","BP"
"GO:0046462","BP"
"GO:0046463","BP"
"GO:0046464","BP"
"GO:0046465","BP"
"GO:0046466","BP"
"GO:0046467","BP"
"GO:0046468","BP"
"GO:0046469","BP"
"GO:0046470","BP"
"GO:0046471","BP"
"GO:0046473","BP"
"GO:0046474","BP"
"GO:0046475","BP"
"GO:0046476","BP"
"GO:0046477","BP"
"GO:0046478","BP"
"GO:0046479","BP"
"GO:0046480","MF"
"GO:0046481","MF"
"GO:0046482","BP"
"GO:0046483","BP"
"GO:0046484","BP"
"GO:0046485","BP"
"GO:0046486","BP"
"GO:0046487","BP"
"GO:0046488","BP"
"GO:0046490","BP"
"GO:0046491","BP"
"GO:0046492","BP"
"GO:0046493","BP"
"GO:0046494","BP"
"GO:0046495","BP"
"GO:0046496","BP"
"GO:0046497","BP"
"GO:0046498","BP"
"GO:0046499","BP"
"GO:0046500","BP"
"GO:0046501","BP"
"GO:0046502","BP"
"GO:0046503","BP"
"GO:0046504","BP"
"GO:0046505","BP"
"GO:0046506","BP"
"GO:0046507","MF"
"GO:0046508","MF"
"GO:0046509","MF"
"GO:0046510","MF"
"GO:0046511","BP"
"GO:0046512","BP"
"GO:0046513","BP"
"GO:0046514","BP"
"GO:0046516","BP"
"GO:0046517","BP"
"GO:0046518","BP"
"GO:0046519","BP"
"GO:0046520","BP"
"GO:0046521","BP"
"GO:0046522","MF"
"GO:0046523","MF"
"GO:0046524","MF"
"GO:0046525","MF"
"GO:0046526","MF"
"GO:0046527","MF"
"GO:0046528","BP"
"GO:0046529","BP"
"GO:0046530","BP"
"GO:0046532","BP"
"GO:0046533","BP"
"GO:0046534","BP"
"GO:0046535","BP"
"GO:0046536","CC"
"GO:0046537","MF"
"GO:0046538","MF"
"GO:0046539","MF"
"GO:0046540","CC"
"GO:0046541","BP"
"GO:0046543","BP"
"GO:0046544","BP"
"GO:0046545","BP"
"GO:0046546","BP"
"GO:0046547","MF"
"GO:0046548","BP"
"GO:0046549","BP"
"GO:0046550","BP"
"GO:0046551","BP"
"GO:0046552","BP"
"GO:0046553","MF"
"GO:0046554","MF"
"GO:0046555","MF"
"GO:0046556","MF"
"GO:0046557","MF"
"GO:0046558","MF"
"GO:0046559","MF"
"GO:0046562","MF"
"GO:0046563","MF"
"GO:0046564","MF"
"GO:0046565","MF"
"GO:0046566","MF"
"GO:0046567","MF"
"GO:0046568","MF"
"GO:0046569","MF"
"GO:0046570","MF"
"GO:0046571","MF"
"GO:0046572","MF"
"GO:0046573","MF"
"GO:0046574","MF"
"GO:0046575","MF"
"GO:0046576","MF"
"GO:0046577","MF"
"GO:0046578","BP"
"GO:0046579","BP"
"GO:0046580","BP"
"GO:0046581","CC"
"GO:0046583","MF"
"GO:0046584","BP"
"GO:0046585","BP"
"GO:0046586","BP"
"GO:0046587","BP"
"GO:0046588","BP"
"GO:0046589","MF"
"GO:0046592","MF"
"GO:0046593","MF"
"GO:0046594","BP"
"GO:0046595","BP"
"GO:0046596","BP"
"GO:0046597","BP"
"GO:0046598","BP"
"GO:0046599","BP"
"GO:0046600","BP"
"GO:0046601","BP"
"GO:0046602","BP"
"GO:0046603","BP"
"GO:0046604","BP"
"GO:0046605","BP"
"GO:0046606","BP"
"GO:0046607","BP"
"GO:0046608","MF"
"GO:0046610","CC"
"GO:0046611","CC"
"GO:0046612","CC"
"GO:0046618","BP"
"GO:0046619","BP"
"GO:0046620","BP"
"GO:0046621","BP"
"GO:0046622","BP"
"GO:0046623","MF"
"GO:0046624","MF"
"GO:0046625","MF"
"GO:0046626","BP"
"GO:0046627","BP"
"GO:0046628","BP"
"GO:0046629","BP"
"GO:0046630","BP"
"GO:0046631","BP"
"GO:0046632","BP"
"GO:0046633","BP"
"GO:0046634","BP"
"GO:0046635","BP"
"GO:0046636","BP"
"GO:0046637","BP"
"GO:0046638","BP"
"GO:0046639","BP"
"GO:0046640","BP"
"GO:0046641","BP"
"GO:0046642","BP"
"GO:0046643","BP"
"GO:0046644","BP"
"GO:0046645","BP"
"GO:0046646","BP"
"GO:0046647","BP"
"GO:0046648","BP"
"GO:0046649","BP"
"GO:0046651","BP"
"GO:0046653","BP"
"GO:0046654","BP"
"GO:0046655","BP"
"GO:0046656","BP"
"GO:0046657","BP"
"GO:0046658","CC"
"GO:0046659","MF"
"GO:0046660","BP"
"GO:0046661","BP"
"GO:0046662","BP"
"GO:0046663","BP"
"GO:0046664","BP"
"GO:0046665","BP"
"GO:0046666","BP"
"GO:0046667","BP"
"GO:0046668","BP"
"GO:0046669","BP"
"GO:0046670","BP"
"GO:0046671","BP"
"GO:0046672","BP"
"GO:0046673","BP"
"GO:0046676","BP"
"GO:0046677","BP"
"GO:0046678","BP"
"GO:0046679","BP"
"GO:0046680","BP"
"GO:0046681","BP"
"GO:0046682","BP"
"GO:0046683","BP"
"GO:0046684","BP"
"GO:0046685","BP"
"GO:0046686","BP"
"GO:0046687","BP"
"GO:0046688","BP"
"GO:0046689","BP"
"GO:0046690","BP"
"GO:0046691","CC"
"GO:0046692","BP"
"GO:0046693","BP"
"GO:0046694","BP"
"GO:0046695","CC"
"GO:0046696","CC"
"GO:0046697","BP"
"GO:0046700","BP"
"GO:0046701","BP"
"GO:0046702","MF"
"GO:0046703","MF"
"GO:0046704","BP"
"GO:0046705","BP"
"GO:0046706","BP"
"GO:0046707","BP"
"GO:0046708","BP"
"GO:0046709","BP"
"GO:0046710","BP"
"GO:0046711","BP"
"GO:0046712","BP"
"GO:0046713","BP"
"GO:0046714","MF"
"GO:0046715","MF"
"GO:0046716","BP"
"GO:0046717","BP"
"GO:0046718","BP"
"GO:0046719","BP"
"GO:0046720","BP"
"GO:0046721","BP"
"GO:0046722","BP"
"GO:0046723","BP"
"GO:0046724","BP"
"GO:0046725","BP"
"GO:0046726","BP"
"GO:0046727","CC"
"GO:0046729","CC"
"GO:0046730","BP"
"GO:0046736","BP"
"GO:0046737","BP"
"GO:0046738","BP"
"GO:0046739","BP"
"GO:0046740","BP"
"GO:0046741","BP"
"GO:0046745","BP"
"GO:0046752","BP"
"GO:0046753","BP"
"GO:0046754","BP"
"GO:0046755","BP"
"GO:0046760","BP"
"GO:0046761","BP"
"GO:0046762","BP"
"GO:0046765","BP"
"GO:0046771","BP"
"GO:0046772","BP"
"GO:0046773","BP"
"GO:0046774","BP"
"GO:0046775","BP"
"GO:0046776","BP"
"GO:0046777","BP"
"GO:0046778","BP"
"GO:0046780","BP"
"GO:0046782","BP"
"GO:0046783","BP"
"GO:0046784","BP"
"GO:0046785","BP"
"GO:0046786","BP"
"GO:0046787","BP"
"GO:0046789","MF"
"GO:0046790","MF"
"GO:0046792","BP"
"GO:0046793","BP"
"GO:0046794","BP"
"GO:0046797","BP"
"GO:0046798","CC"
"GO:0046799","BP"
"GO:0046802","BP"
"GO:0046804","BP"
"GO:0046805","BP"
"GO:0046806","CC"
"GO:0046807","BP"
"GO:0046809","CC"
"GO:0046810","MF"
"GO:0046811","MF"
"GO:0046812","MF"
"GO:0046813","BP"
"GO:0046814","BP"
"GO:0046815","BP"
"GO:0046816","CC"
"GO:0046817","MF"
"GO:0046818","CC"
"GO:0046819","BP"
"GO:0046820","MF"
"GO:0046821","CC"
"GO:0046822","BP"
"GO:0046823","BP"
"GO:0046824","BP"
"GO:0046825","BP"
"GO:0046826","BP"
"GO:0046827","BP"
"GO:0046828","BP"
"GO:0046829","BP"
"GO:0046830","BP"
"GO:0046831","BP"
"GO:0046832","BP"
"GO:0046833","BP"
"GO:0046834","BP"
"GO:0046835","BP"
"GO:0046836","BP"
"GO:0046838","BP"
"GO:0046839","BP"
"GO:0046841","BP"
"GO:0046842","BP"
"GO:0046843","BP"
"GO:0046844","BP"
"GO:0046845","BP"
"GO:0046847","BP"
"GO:0046848","MF"
"GO:0046849","BP"
"GO:0046850","BP"
"GO:0046851","BP"
"GO:0046852","BP"
"GO:0046854","BP"
"GO:0046855","BP"
"GO:0046856","BP"
"GO:0046857","MF"
"GO:0046858","CC"
"GO:0046859","CC"
"GO:0046860","CC"
"GO:0046861","CC"
"GO:0046862","CC"
"GO:0046863","MF"
"GO:0046864","BP"
"GO:0046865","BP"
"GO:0046866","BP"
"GO:0046867","BP"
"GO:0046868","CC"
"GO:0046869","BP"
"GO:0046870","MF"
"GO:0046871","MF"
"GO:0046872","MF"
"GO:0046873","MF"
"GO:0046874","BP"
"GO:0046875","MF"
"GO:0046876","MF"
"GO:0046877","BP"
"GO:0046878","BP"
"GO:0046879","BP"
"GO:0046880","BP"
"GO:0046881","BP"
"GO:0046882","BP"
"GO:0046883","BP"
"GO:0046884","BP"
"GO:0046885","BP"
"GO:0046886","BP"
"GO:0046887","BP"
"GO:0046888","BP"
"GO:0046889","BP"
"GO:0046890","BP"
"GO:0046891","BP"
"GO:0046892","BP"
"GO:0046893","BP"
"GO:0046895","BP"
"GO:0046896","BP"
"GO:0046897","BP"
"GO:0046898","BP"
"GO:0046899","MF"
"GO:0046900","BP"
"GO:0046901","BP"
"GO:0046902","BP"
"GO:0046903","BP"
"GO:0046904","MF"
"GO:0046905","MF"
"GO:0046906","MF"
"GO:0046907","BP"
"GO:0046910","MF"
"GO:0046911","MF"
"GO:0046912","MF"
"GO:0046914","MF"
"GO:0046915","MF"
"GO:0046916","BP"
"GO:0046917","MF"
"GO:0046918","BP"
"GO:0046919","MF"
"GO:0046920","MF"
"GO:0046921","MF"
"GO:0046922","MF"
"GO:0046923","MF"
"GO:0046924","BP"
"GO:0046925","BP"
"GO:0046926","BP"
"GO:0046927","BP"
"GO:0046928","BP"
"GO:0046929","BP"
"GO:0046930","CC"
"GO:0046931","BP"
"GO:0046932","MF"
"GO:0046933","MF"
"GO:0046934","MF"
"GO:0046935","MF"
"GO:0046936","MF"
"GO:0046937","BP"
"GO:0046938","BP"
"GO:0046939","BP"
"GO:0046940","BP"
"GO:0046941","MF"
"GO:0046942","BP"
"GO:0046943","MF"
"GO:0046944","BP"
"GO:0046945","BP"
"GO:0046946","BP"
"GO:0046947","BP"
"GO:0046948","BP"
"GO:0046949","BP"
"GO:0046950","BP"
"GO:0046951","BP"
"GO:0046952","BP"
"GO:0046956","BP"
"GO:0046957","BP"
"GO:0046958","BP"
"GO:0046959","BP"
"GO:0046960","BP"
"GO:0046961","MF"
"GO:0046962","MF"
"GO:0046963","BP"
"GO:0046964","MF"
"GO:0046965","MF"
"GO:0046966","MF"
"GO:0046967","BP"
"GO:0046968","BP"
"GO:0046969","MF"
"GO:0046970","MF"
"GO:0046972","MF"
"GO:0046974","MF"
"GO:0046975","MF"
"GO:0046976","MF"
"GO:0046977","MF"
"GO:0046978","MF"
"GO:0046979","MF"
